29,031,00,00,35,7289746894,tony aristizabal chud,6,7,C,64,M
31,040,99,07,89,4019556983,Víctor García  López,4,5,C,51,F
13,016,99,05,59,8382095429,Eleazar  agusto rincon,6,3,C,53,F
05,028,99,09,60,4451944218,Jeferson Moncada nieto,8,5,A,32,F
31,079,99,40,12,9181834180,Jesús florinda pitt,10,7,C,71,NB
28,001,99,36,97,8531103064,Eleazar rojas rincon,4,1,A,66,F
72,006,99,44,76,5075406232,Safia JOHNSON Ramírez,9,1,C,56,F
23,124,99,06,19,4085545600,Mateo Inna pitt,0,5,A,45,F
16,001,10,42,50,7184500737,Mateo rogers  Londoño,4,2,A,26,NB
25,036,99,45,50,4957876308,Santiago casallas cuadrado,9,7,A,66,NB
17,038,00,00,43,6605070553,Noah duque Ortiz,6,1,A,46,M
16,001,01,30,41,1736598203,Noah Rocha Gutiérrez,3,5,A,32,F
44,001,01,05,73,4090940682,Santiago García Ramírez,4,5,C,74,F
01,049,05,03,23,3611895453,Safia Moncada nieto,2,2,C,52,M
15,132,00,00,36,4316481556,Lara JOHNSON  Londoño,5,3,A,39,M
88,680,05,04,77,2577448392,Mateo García guarin,6,1,A,50,NB
25,010,99,05,24,9693000525,Zuzen García Mosquera,0,3,C,66,M
88,815,10,85,98,1254503946,Liam florinda cuadrado,6,7,C,42,M
56,001,90,01,36,4034246348,Paker ovalle Dammer,8,4,C,39,NB
31,031,99,17,64,5537628089,Noah Inna alcapone,3,3,C,22,NB
01,001,16,06,26,9192282277,Jeferson casallas Ortiz,0,3,A,36,NB
23,130,99,05,30,2247913227,Jimena florinda Ramos,10,1,A,42,NB
01,001,05,06,50,1241106434,Liam ovalle Hernández,4,3,C,50,M
23,139,99,47,16,1142363028,Jesús ovalle chud,6,4,A,35,M
11,040,00,00,10,4696840559,Jimena  Martínez Mosquera,4,6,A,70,NB
23,139,99,31,44,3484538537,tony Rocha rubio,0,6,A,41,M
88,375,05,82,90,7465084064,Noah Inna cuadrado,6,6,A,56,NB
25,091,99,10,96,8762146807,Eleazar  agusto Ramírez,0,3,A,43,M
48,013,99,53,78,6500989601,Zuzen duque Quintero,8,5,C,26,F
13,028,99,13,60,4632890501,Liam rubiano alcapone,3,6,C,19,M
31,091,99,19,68,2368834618,Cesar vega Gutiérrez,3,7,A,75,NB
31,106,99,23,35,6968973589,Safia agudelo chud,7,2,A,33,NB
11,031,99,05,91,6694526524,Ben rubiano  Londoño,3,4,A,54,M
29,019,99,18,29,5377337393,Safia rubiano Dammer,0,7,C,75,M
01,121,01,04,43,8185805444,Santiago  Martínez guarin,1,2,A,56,F
23,139,99,43,63,1249621913,Liam rojas rubio,1,1,C,54,NB
52,080,99,92,43,4949976708,Adara rubiano Mosquera,4,7,C,55,NB
05,028,99,50,16,4974684389,Jimena casallas Ortiz,1,4,C,38,M
03,007,02,02,38,1318917518,Liam arrieta Ortiz,1,2,C,19,F
31,079,99,45,45,6904952300,Ben García Dammer,0,4,C,38,NB
27,211,99,01,61,8908070970,Jimena duque nieto,0,6,C,53,NB
24,001,01,03,77,5994644292,Jesús aristizabal rincon,10,6,A,58,M
12,650,99,25,94,7234500768,Cesar rubiano Ruiz,2,6,A,18,F
01,274,00,01,94,7478646305,Mateo rubiano alcapone,4,4,C,43,F
11,001,99,09,49,5782832996,tony rojas chud,1,2,A,18,F
16,001,02,08,73,7581918617,Víctor Rocha pitt,9,2,C,27,NB
16,001,13,21,42,3384320412,Paker vega Hernández,6,6,A,58,M
19,028,99,40,58,7571906921,Cesar  agusto veloza,3,4,A,49,F
25,040,99,01,19,2266876347,Jimena  Martínez Ruiz,1,7,C,44,F
11,013,00,00,91,3717705959,Jeferson rubiano Castro,2,6,A,25,M
27,019,03,10,16,1336923575,Mateo arrieta alcapone,1,5,C,75,M
07,247,99,05,63,8159302963,Noah Núñez chud,4,7,C,52,M
29,094,99,05,12,5147585510,Marta florinda pitt,4,1,A,66,F
64,025,99,10,95,3595046350,Ben rogers Hernández,2,1,C,54,NB
13,049,99,16,29,5014648311,Radu aristizabal Gutiérrez,4,7,A,62,NB
16,001,17,03,87,7485815538,Fabio uribe Ramírez,0,4,C,29,M
16,001,01,32,67,2148658913,Noah JOHNSON pitt,8,6,C,35,M
23,067,01,07,73,9981154486,Fabio florinda Castro,3,4,A,60,NB
15,034,99,80,21,6034193098,Liam diaz Mosquera,8,7,C,74,NB
11,013,99,11,18,4215909520,Jesús Moncada  López,10,7,A,74,NB
27,120,99,75,82,3094145688,Inna  agusto Hernández,4,1,A,18,M
07,073,99,04,45,6004498490,Marta ovalle rubio,6,2,C,29,NB
28,260,99,84,64,7296089483,Fabio  Martínez Ortiz,7,5,A,42,NB
88,360,15,83,71,3839172356,Ben García Dammer,9,5,C,26,NB
16,001,04,23,43,5174997985,Safia rubiano Castro,8,1,C,33,NB
11,001,99,27,28,5351568311,Inna casallas nieto,2,7,A,42,M
01,218,02,02,32,7648833951,Adara rojas Herrera,8,2,C,71,NB
13,022,99,12,27,5402439481,Inna rogers cuadrado,5,5,C,22,F
27,169,99,07,49,3676830274,Lara arrieta Hernández,4,4,C,41,NB
52,049,99,40,34,4084620158,Eleazar rogers Hernández,6,5,C,60,M
29,013,99,05,38,2492139372,Juan duque Ruiz,6,2,C,40,M
09,052,99,45,90,2655539450,Paker rolda rubio,8,4,A,33,NB
12,800,99,65,87,5841256928,Jesús vega  Londoño,4,6,C,30,NB
46,865,99,30,68,2944479407,Jimena Rocha veloza,6,2,C,68,NB
27,058,99,30,18,1677408833,tony florinda cuadrado,3,4,C,33,M
88,765,02,02,11,5239019286,Marta ovalle Ramírez,0,1,A,42,M
52,001,02,01,98,7436664232,Santiago Rocha  López,9,7,C,40,M
09,001,10,03,66,6129465763,Marta Inna rubio,0,2,C,36,M
31,001,09,03,16,6865507929,Jeferson arrieta alcapone,5,1,A,39,F
13,037,99,25,71,2572447761,Inna rogers Hernández,9,7,A,30,NB
01,130,99,30,96,8371711347,Zuzen casallas Arias,4,2,C,57,NB
17,060,99,20,50,3054175984,tony JOHNSON Castro,0,7,A,20,F
29,070,99,01,32,7247493265,Inna rojas Ramírez,9,3,C,61,F
25,088,99,20,51,7349115427,Jesús rolda Ortiz,6,5,A,69,M
28,040,99,58,44,4738553578,Mateo Rocha duran,8,2,A,23,M
88,115,05,86,20,3555473386,Eleazar uribe nieto,6,2,C,23,F
01,001,01,02,48,5953263620,Eleazar florinda Ruiz,7,5,C,40,F
19,022,02,03,51,5528286808,Eleazar duque cuadrado,3,5,C,75,NB
88,355,60,04,27,1202184695,Víctor rojas guarin,1,5,C,75,F
17,001,99,06,87,9573533043,Inna florinda nieto,7,7,A,73,F
29,079,02,01,25,1814362442,tony  agusto chud,10,6,C,28,M
13,058,01,03,50,8164347678,Paker JOHNSON chud,3,5,C,69,NB
29,001,06,04,75,4770096424,Eleazar rolda guarin,1,5,A,34,M
01,088,01,07,19,3759487393,Ben arrieta rubio,2,1,C,64,M
52,001,03,02,70,3895705908,tony florinda pitt,6,2,C,24,NB
31,079,05,03,35,5502963867,Paker Inna Mosquera,4,7,A,43,M
25,051,99,54,61,6933728252,Jesús arrieta  López,4,6,A,44,NB
27,193,99,45,58,5455190102,Santiago rolda  López,0,7,A,65,NB
29,013,99,13,62,8570486821,Juan duque Arias,6,7,A,65,M
16,001,07,10,24,3756997774,Eleazar rolda duran,4,5,C,63,M
88,360,59,04,81,6997016589,Jesús  Martínez Ortiz,1,1,C,58,M
44,001,99,93,83,7923257124,Juan uribe Ortiz,1,7,A,45,NB
16,001,13,13,97,7616888664,Zuzen florinda duran,1,3,C,26,NB
12,900,99,42,28,9295552775,Jesús JOHNSON Ruiz,10,3,A,34,F
25,064,01,04,38,4613505764,Liam García Ortiz,5,2,A,22,M
23,109,99,40,70,6150004969,Ben JOHNSON duran,8,1,A,59,NB
27,133,99,25,65,5661484950,Jimena Inna Mosquera,6,2,A,40,M
27,166,99,18,58,2987571499,Cesar uribe Ruiz,1,1,A,28,NB
29,058,99,29,38,1345438846,Paker florinda alcapone,3,7,C,62,F
13,022,99,05,70,8557918955,Marta  agusto Quintero,2,5,A,19,M
17,038,99,94,76,9713015591,Víctor ovalle nieto,3,4,C,23,M
28,100,99,82,95,8590243803,Jesús vega rincon,4,6,A,57,F
29,007,99,05,28,6943211560,Jesús Inna guarin,3,1,A,71,F
21,001,02,07,95,1686779093,Zuzen rubiano Hernández,10,1,A,23,NB
25,040,99,05,20,7511071701,Lara aristizabal cuadrado,5,2,A,64,F
52,001,07,06,20,1193394121,Santiago García Ramírez,7,7,C,21,F
01,178,02,02,64,9193167597,tony vega nieto,4,1,A,18,M
05,001,99,41,35,2835215211,Jimena Inna Ruiz,10,4,C,42,F
16,001,16,44,94,1549658747,Santiago Moncada rincon,8,6,C,45,F
72,008,99,80,36,8548319281,Paker ovalle duran,5,3,C,53,F
27,103,00,00,21,4981221774,Inna aristizabal Herrera,7,1,A,67,NB
23,139,99,66,53,9378070194,Juan uribe Dammer,6,1,C,25,NB
01,001,24,01,53,9941243322,Liam rolda Ramos,5,3,A,60,M
31,097,99,09,78,2974649416,Safia rubiano rubio,8,5,C,46,F
19,028,00,00,88,8547623213,Víctor Inna cuadrado,8,6,A,30,NB
13,033,99,70,84,1098118564,Lara rubiano Gutiérrez,10,2,A,18,M
23,142,02,02,41,5538699011,Jesús diaz  López,8,6,A,54,NB
01,170,00,00,83,4414655374,Safia vega pitt,4,4,A,37,NB
13,031,99,01,14,3726975196,Safia Inna Hernández,7,4,C,37,NB
27,075,99,15,22,3509506020,Adara  agusto  López,5,2,A,22,NB
23,100,99,04,78,4337737294,Jesús  agusto Gutiérrez,2,5,A,23,M
09,007,02,02,98,8959094580,Noah  agusto rubio,6,7,C,45,M
16,001,03,01,81,9072888985,Ben Inna rubio,9,4,C,30,F
88,815,65,06,67,5550772573,Jesús rubiano Ramírez,6,4,A,19,M
23,139,99,57,77,9093326186,Eleazar Rocha Ruiz,2,1,C,36,M
19,082,99,70,95,2528893663,Noah Moncada Ruiz,7,2,C,75,F
01,172,99,01,57,1397161724,Marta Moncada rincon,3,1,A,19,M
11,001,99,17,17,1142426625,Jeferson  Martínez Hernández,10,7,A,55,NB
52,005,99,08,83,5939586638,Mateo arrieta rubio,2,5,C,58,F
07,136,99,13,95,9925360719,Adara ovalle Arias,2,5,A,59,F
15,202,00,00,65,5568981386,Marta rubiano Quintero,7,4,A,19,NB
46,830,99,15,76,4558489655,Fabio casallas rincon,9,5,C,26,M
01,080,01,04,44,5340869936,tony  agusto cuadrado,9,1,C,69,NB
15,283,99,50,92,9447841027,Noah agudelo Hernández,10,2,A,30,NB
11,043,99,14,32,5163838027,Fabio uribe duran,5,2,A,40,M
01,062,99,17,26,2862174869,Zuzen  agusto Castro,3,7,A,51,M
03,052,01,02,94,7429447771,Inna casallas veloza,8,2,C,65,NB
64,030,99,05,22,8896446490,Jimena uribe  López,1,4,A,43,M
05,095,99,42,43,9864626872,Jeferson Moncada Castro,3,4,C,57,F
13,037,99,36,90,2093797962,Liam Núñez  Londoño,5,2,C,39,F
27,160,02,03,12,8156035715,Eleazar rojas Ramos,0,4,C,59,F
11,043,99,45,12,5723778051,Jimena florinda Ortiz,0,3,A,57,M
16,001,18,50,83,4543580730,Safia casallas cuadrado,6,3,C,63,F
11,028,99,01,61,1667185234,Víctor rolda cuadrado,2,2,A,22,NB
01,001,25,04,24,6789612894,Juan uribe Ruiz,3,1,C,63,F
54,001,02,03,80,1355305131,Inna Rocha Mosquera,7,4,C,70,M
11,086,99,20,92,1922820110,Safia aristizabal Gutiérrez,2,7,A,71,F
13,019,99,10,58,5339731658,Eleazar rojas Hernández,10,4,A,60,F
31,103,99,29,41,6508093686,Liam  Martínez Mosquera,10,4,A,66,F
12,225,99,80,70,1371031171,Santiago agudelo Quintero,3,5,A,57,M
07,049,00,00,37,3284725133,Víctor diaz chud,9,7,A,29,M
17,006,99,35,64,6953676983,Marta florinda alcapone,0,4,A,42,F
11,034,99,05,65,8263371550,Jimena vega chud,1,7,C,30,F
11,040,99,09,35,9019357865,Noah rubiano  Londoño,10,4,A,59,NB
16,001,08,09,54,6357227205,Inna JOHNSON duran,1,1,C,39,M
17,016,99,01,74,6103055222,Noah rubiano Quintero,2,7,A,49,M
88,515,05,85,71,2154952695,Marta aristizabal veloza,6,6,C,66,NB
25,076,99,13,25,2517947602,Fabio Inna  Londoño,7,3,C,21,NB
05,044,99,07,95,5217629320,Eleazar García Arias,2,7,A,27,NB
52,001,99,02,69,7237850315,Eleazar  agusto pitt,3,3,C,63,F
17,007,99,16,13,9836975022,Noah casallas Castro,8,7,C,53,F
03,001,29,03,30,6796786980,Jimena florinda Dammer,0,3,C,71,F
16,001,11,24,69,6725930983,Zuzen  Martínez Ortiz,8,5,C,26,NB
07,067,99,20,12,7368409809,Safia aristizabal Quintero,8,3,A,62,F
01,191,99,06,82,5050321761,Mateo rolda  Londoño,6,2,C,62,NB
15,169,01,01,46,5010906034,Víctor duque Castro,0,3,C,58,F
88,815,70,81,43,7939203392,Cesar rogers duran,5,5,A,18,NB
01,037,00,00,57,8606275536,Radu ovalle chud,2,5,A,31,F
16,001,12,15,63,3620374017,Jesús rojas Ramírez,1,5,A,68,NB
52,005,99,08,50,7596860749,Jeferson García pitt,1,4,A,30,F
21,001,06,08,13,5396623153,Santiago vega cuadrado,10,7,C,60,NB
23,001,05,04,75,1223659008,tony  Martínez Dammer,0,2,A,36,M
13,032,99,65,32,2733852284,Jimena vega pitt,2,5,C,43,M
27,091,99,17,80,3777425382,Zuzen García Ramos,3,2,C,38,NB
88,815,50,85,97,9872993346,Mateo JOHNSON Mosquera,2,3,C,34,F
09,013,99,05,71,6565453931,Jesús JOHNSON rubio,2,1,C,41,M
17,025,00,00,59,2246726633,Cesar uribe nieto,9,4,C,55,NB
09,013,99,03,69,3315011637,Paker ovalle alcapone,5,5,C,23,M
44,017,99,02,59,1268139940,Noah  agusto Ramírez,5,4,C,74,F
11,013,99,01,46,9730580312,Zuzen vega Gutiérrez,9,3,A,75,NB
21,031,02,01,78,7626134419,Juan florinda guarin,0,1,A,26,M
24,025,03,05,43,6347986781,Eleazar duque Hernández,6,1,A,46,NB
23,028,00,00,56,5130100857,Radu rogers  López,3,3,C,22,F
31,037,99,61,98,3272080890,Santiago rogers Ruiz,7,7,C,47,NB
24,054,99,23,82,7280383417,Inna Inna veloza,0,5,C,61,F
03,046,01,03,36,7485053083,Lara arrieta rincon,4,5,C,26,M
29,073,99,27,36,4590682175,Cesar  agusto nieto,4,4,A,47,NB
01,001,31,02,64,2259540957,Ben casallas veloza,4,1,C,75,F
17,002,99,20,24,6052543007,Cesar JOHNSON rincon,1,1,A,29,F
64,030,99,10,15,4025676523,Radu duque chud,1,3,C,28,NB
88,285,05,85,19,6892185266,Paker florinda Dammer,1,3,C,32,M
07,277,02,04,31,7835531962,tony rolda rincon,5,3,A,37,NB
01,088,02,03,85,6981340578,tony Núñez Ortiz,10,1,C,41,M
24,029,99,75,50,6884605737,Juan Rocha Quintero,3,4,C,34,M
29,058,99,81,25,6663048200,Paker  Martínez Ortiz,2,7,A,75,NB
15,097,99,15,13,4031934429,Noah vega veloza,2,3,A,60,NB
01,238,99,23,66,9955805968,Jimena Inna Ruiz,3,3,A,27,F
29,019,99,07,38,7591221635,Noah  Martínez Hernández,1,4,C,48,F
15,151,00,00,48,2124470967,Fabio rogers Herrera,2,6,A,69,NB
24,001,99,30,82,3768129103,Juan florinda Dammer,6,5,C,30,NB
31,025,99,25,37,9666899822,Marta casallas Castro,7,6,A,21,NB
12,150,99,89,80,5758588910,Radu  agusto Mosquera,9,6,C,18,M
31,019,99,58,70,4804131114,Adara diaz nieto,5,6,C,46,NB
25,001,03,04,92,7181530869,Mateo rubiano Mosquera,4,3,C,74,M
64,002,99,50,47,3566115663,Eleazar Moncada Hernández,10,1,A,41,M
23,049,99,75,43,5600821341,Adara agudelo rubio,0,3,A,66,F
88,360,01,81,79,4083925039,Liam  Martínez Herrera,6,3,C,38,F
21,015,00,00,86,1819227204,Inna Moncada Dammer,0,3,A,40,NB
11,046,99,19,48,9336247602,tony García  Londoño,7,5,C,62,NB
31,079,99,70,74,5913836657,Zuzen rolda alcapone,10,5,A,73,F
23,145,00,00,71,3228022451,Juan diaz Ramírez,0,4,C,34,F
11,007,99,80,49,7789198680,Juan Moncada Quintero,6,5,A,25,M
27,046,99,42,54,7737790683,Zuzen rojas duran,4,5,C,31,M
44,010,99,50,26,5725256016,Juan Inna Herrera,0,6,C,29,F
01,001,12,04,51,3019966177,Marta Inna Ramírez,8,6,C,69,NB
03,052,04,02,31,4268051576,Fabio ovalle Ruiz,9,1,A,26,M
28,280,99,88,21,2610228414,Radu vega Castro,7,4,A,23,M
05,040,99,01,43,7054763714,Liam rojas duran,6,5,C,29,F
16,001,08,04,32,8766665683,Cesar duque Ruiz,8,1,A,25,NB
16,001,17,04,51,3743767981,Eleazar aristizabal veloza,6,4,C,44,NB
23,115,99,20,31,8151331249,Mateo rolda veloza,6,5,C,64,NB
12,075,01,02,49,5014153665,Inna García  López,1,4,A,29,M
31,118,99,09,10,2797408371,Juan rojas Dammer,3,7,A,50,M
88,410,05,85,78,4194383944,Jesús florinda Dammer,10,3,A,32,F
15,076,01,05,75,3690979922,Eleazar  agusto Hernández,8,7,A,62,NB
05,001,08,04,46,6976237467,Zuzen vega  López,5,3,A,19,NB
11,043,99,08,19,5218376350,Noah aristizabal Ramos,10,3,C,54,NB
05,095,99,26,15,1931209518,Zuzen agudelo  Londoño,0,1,A,34,NB
09,001,04,01,20,5162189649,Jesús arrieta  Londoño,1,3,A,28,NB
15,286,00,00,81,7231804606,Noah rogers  López,7,7,C,27,NB
24,025,01,01,60,2058454170,Juan rubiano chud,2,6,C,69,NB
88,360,57,83,11,7206258346,Liam rubiano Ortiz,4,4,A,36,NB
11,053,99,13,82,7319330395,Ben florinda Hernández,8,3,A,19,F
27,082,01,02,95,9451545843,Liam Núñez nieto,0,5,A,18,F
31,076,99,15,47,6279184958,Adara diaz Ramírez,9,6,A,70,NB
88,435,10,82,17,3692869267,Cesar rubiano Arias,9,1,A,45,M
17,026,99,19,82,4722000804,Adara rogers Hernández,3,4,A,44,M
11,097,99,25,21,5844009939,Cesar uribe alcapone,10,4,A,58,M
29,082,99,06,22,1129963325,Mateo florinda nieto,7,2,C,23,M
27,001,01,01,57,1160810056,Jeferson duque veloza,6,4,A,49,NB
27,195,00,00,63,5243572204,Inna rubiano  Londoño,3,2,C,23,NB
15,318,00,00,59,1221440248,Mateo agudelo Ramos,10,5,A,59,M
25,079,99,05,74,6044966336,tony  Martínez alcapone,5,7,C,50,M
11,025,99,16,33,8365403860,Marta Rocha  Londoño,5,6,C,56,NB
28,280,99,75,67,4489332743,Mateo rubiano rubio,3,5,A,70,NB
28,048,99,40,76,5454160579,Mateo aristizabal Castro,9,2,A,57,F
17,001,01,02,84,9090574418,Inna florinda veloza,4,5,C,61,NB
17,048,99,24,12,5894290280,Paker uribe Gutiérrez,4,5,A,63,F
17,027,99,07,53,2447978954,Cesar Inna Mosquera,6,7,A,50,M
01,088,99,10,36,2914790315,Jesús rolda rincon,6,6,A,54,F
15,280,99,10,18,5419880215,Liam  Martínez pitt,1,1,C,58,F
21,016,90,01,78,1345350873,tony ovalle Gutiérrez,2,7,A,60,M
27,169,99,07,13,9669028463,Eleazar uribe duran,0,1,C,42,F
01,004,98,01,24,3024256491,Fabio duque  López,2,4,A,52,NB
25,051,99,15,70,9522114601,Marta JOHNSON chud,0,2,C,52,M
07,031,00,00,31,3960804686,tony aristizabal nieto,8,3,A,41,M
17,019,99,40,86,8569578922,Cesar rubiano Quintero,7,3,C,66,F
25,061,02,07,37,9403579860,Zuzen García Ortiz,8,5,C,38,NB
44,001,99,71,86,2854011740,Safia arrieta veloza,10,7,C,32,F
05,076,99,01,32,5751774449,Ben rogers Ruiz,6,3,A,25,M
29,046,02,03,82,6788632973,Safia García Ortiz,7,2,C,68,F
27,160,03,01,42,8508864925,Marta JOHNSON Mosquera,8,6,A,37,F
16,001,16,25,13,5751107883,Jimena Núñez rubio,10,4,A,55,M
01,103,03,02,97,3907949398,Radu rolda Gutiérrez,1,7,A,21,F
52,045,99,03,44,5260218071,Fabio JOHNSON nieto,1,7,A,41,M
15,340,02,01,94,2538266172,Safia rojas Ruiz,7,7,C,59,NB
72,008,99,82,68,2876001825,Jeferson rojas duran,8,4,A,22,F
23,091,99,17,42,1500761202,tony uribe Mosquera,5,6,A,34,F
23,016,99,70,90,1589192062,Mateo duque alcapone,1,3,C,34,M
25,019,00,00,41,8440092555,Liam García Herrera,1,6,A,38,NB
21,008,00,00,92,2627243034,Mateo rubiano Ruiz,9,6,C,66,NB
52,045,99,03,64,8601045806,Zuzen JOHNSON cuadrado,9,4,A,37,NB
17,022,00,00,98,4137324730,Lara duque Arias,10,3,A,49,NB
24,025,02,07,67,4729044024,Inna diaz Ramírez,7,6,A,52,F
16,001,04,11,66,9192219195,Inna casallas cuadrado,6,6,C,74,M
31,088,99,06,22,2430675767,Liam  agusto Quintero,7,2,C,72,F
25,037,99,37,11,2632492010,Noah uribe Ramos,10,2,A,55,F
23,142,99,20,28,7219634802,Lara diaz Arias,7,2,A,69,F
28,080,99,60,72,4271298140,Ben aristizabal Gutiérrez,4,7,A,27,M
23,080,99,50,72,5727910489,Zuzen García chud,8,3,C,22,NB
29,013,99,70,22,9499836524,Mateo agudelo  López,7,7,A,61,NB
21,010,99,30,59,4064609838,Eleazar Núñez duran,0,5,A,64,NB
12,900,99,48,70,8151614738,Noah Núñez alcapone,10,5,A,66,M
27,121,99,35,98,5806220871,Lara rojas Ramírez,5,2,C,49,M
88,460,05,04,22,7929505235,Zuzen uribe alcapone,6,7,A,46,M
26,001,05,07,33,7875582331,Liam JOHNSON cuadrado,8,3,C,26,NB
09,001,03,03,75,9511020980,Jesús Inna Herrera,5,6,C,65,M
01,127,99,19,31,3318245193,Juan rubiano guarin,8,7,A,26,M
11,082,99,06,58,4570734195,Zuzen ovalle Ortiz,5,6,C,58,F
25,001,05,02,47,1119264283,Marta rojas guarin,9,2,C,45,M
25,004,99,20,33,2895691257,Liam duque Ramírez,1,3,A,49,NB
05,073,00,00,77,9666325583,Víctor rubiano guarin,4,4,A,58,F
31,031,99,17,80,4623424797,Jesús Núñez cuadrado,0,4,A,48,NB
05,001,18,02,66,5423475461,Marta florinda Mosquera,4,1,A,25,F
13,058,99,13,71,7732297331,Jimena JOHNSON Herrera,1,4,C,53,F
11,028,99,33,69,8103569251,Jesús rolda Gutiérrez,8,1,C,49,F
48,007,99,05,86,4049304050,tony uribe Ruiz,2,7,C,31,F
11,001,90,01,45,5446153455,Jeferson rubiano Mosquera,10,2,C,23,F
27,172,99,29,53,8382435432,Liam ovalle Ruiz,10,4,C,64,F
40,010,99,29,68,6432690311,Radu rubiano cuadrado,1,6,C,29,M
16,001,09,16,15,1154798076,Eleazar Núñez alcapone,1,2,A,65,F
01,001,11,02,68,3826579064,Liam Moncada pitt,8,2,C,40,M
46,880,02,01,53,7387161968,Paker rojas Ortiz,6,7,A,19,M
17,028,99,29,84,9124682337,Mateo rolda Dammer,3,3,A,20,F
05,113,99,50,44,1814889377,Juan vega guarin,1,3,A,55,NB
09,109,99,17,22,4280915025,Cesar JOHNSON nieto,8,7,C,74,NB
88,155,05,83,64,2950284502,Mateo García duran,4,5,C,65,NB
28,320,99,26,48,9602785067,Radu diaz cuadrado,10,5,C,53,NB
23,139,99,47,78,6300128930,Fabio Inna rubio,7,6,A,65,F
31,064,99,17,75,2869411073,Mateo rojas  López,4,6,A,71,NB
05,004,99,40,46,1885199735,tony uribe Mosquera,4,4,C,69,M
27,187,99,12,78,2443642531,Radu ovalle Dammer,6,6,C,54,NB
27,022,99,25,68,6532456843,Radu aristizabal Ramos,5,1,C,27,F
27,160,04,03,86,7074342596,Juan vega Gutiérrez,5,7,A,70,NB
21,001,01,01,29,5309547618,Santiago rojas Hernández,2,4,C,70,NB
07,010,00,00,31,2048250398,tony Inna Quintero,2,7,A,30,M
31,022,99,07,91,2258707107,Santiago florinda alcapone,6,5,C,25,NB
