07,027,99,P8,43,9,9153983965,Ben,Rocha,Herrera,1,2,73,19,NB,37461027
31,172,99,01,46,146,4677633623,Víctor,Moncada,veloza,2,7,99,56,M,45918726
24,176,13,20,91,505,6529346072,Marta,Inna,Mosquera,1,4,46,48,M,99922286
12,169,11,59,23,75,3806391522,Fabio,Moncada,Gutiérrez,3,8,92,42,NB,94136654
60,059,99,27,63,971,5092482493,Liam,ovalle, López,2,2,46,66,F,72479164
25,295,99,07,62,212,9267438509,Eleazar, agusto,Herrera,1,2,73,42,NB,58293891
31,049,02,01,34,665,5774850765,Zuzen,casallas,Ortiz,2,3,51,71,NB,72110778
11,001,99,55,14,508,6723678320,Jesús,García,Castro,2,7,75,57,F,69288836
16,049,99,05,37,863,1449623984,Santiago,rogers, Londoño,1,9,60,27,F,15552749
27,079,99,03,35,786,3306502332,Víctor,florinda,veloza,1,8,61,66,NB,46260285
13,815,99,40,15,990,1494298898,Inna,casallas,Mosquera,3,5,76,61,M,32794791
23,019,03,16,37,506,9258925199,Fabio,vega,rincon,4,5,93,33,F,84654454
31,085,35,02,28,723,8858374153,Paker, agusto, Londoño,1,10,48,25,F,81992871
28,900,99,01,12,119,4222687457,Víctor,diaz,Ortiz,4,2,98,35,M,22259342
29,058,90,76,45,502,5585860353,Mateo,diaz,Quintero,4,9,54,68,M,79698541
27,013,99,03,54,136,6285148953,Santiago,Núñez,Ramírez,1,6,36,28,NB,34148617
17,305,99,01,97,424,9168241679,Zuzen,agudelo, Londoño,2,9,86,69,NB,56176326
19,044,99,60,60,469,5337164744,tony,diaz, López,4,4,13,41,M,61547500
01,325,99,07,78,264,9302929603,Adara,casallas,nieto,1,5,73,52,NB,77527968
23,118,99,70,54,974,3605067144,Santiago,García, Londoño,2,9,61,31,F,32097650
29,001,02,05,88,664,9865641548,tony,rojas,pitt,3,2,76,22,F,29398142
88,004,99,02,11,503,9967329329,Cesar,agudelo,veloza,2,9,14,22,NB,12612246
28,004,00,00,65,908,4866783453,Inna,rojas,Quintero,3,3,31,52,NB,74087629
25,305,02,01,87,961,8850466451,Marta,arrieta,guarin,3,2,20,55,F,94434036
31,103,00,00,99,319,3402554227,Juan,ovalle,veloza,1,6,24,31,M,82198982
27,001,99,13,91,562,6111566946,Liam,Inna,guarin,2,3,99,65,NB,26652253
24,001,11,05,52,415,9403045397,Cesar,agudelo,Ruiz,3,6,26,44,M,49220363
07,058,99,91,85,304,1979730496,Safia,Núñez,veloza,3,2,33,71,NB,19515764
07,097,99,60,25,850,7887142742,Jeferson,rubiano,duran,2,0,47,67,M,53629880
88,060,01,85,66,990,8637775670,Santiago,JOHNSON,cuadrado,1,6,23,32,M,20525547
88,100,10,14,53,420,8585811265,Adara,Inna,cuadrado,4,1,24,23,M,49290329
52,163,01,00,54,926,3139524809,Adara,rojas,Herrera,4,9,68,39,M,43372250
88,091,99,B9,77,315,2770583823,Víctor,duque,pitt,3,2,46,20,M,19516258
03,001,19,03,56,311,9885951108,Jesús,uribe,cuadrado,2,1,62,58,F,89266266
15,034,06,32,28,568,6931764451,Inna,diaz,Dammer,3,9,40,63,F,76847958
12,124,99,40,21,721,5118295105,Santiago,rojas,Quintero,3,0,59,59,M,16850795
11,073,99,01,89,935,1769474974,Cesar,rubiano,Castro,3,8,42,48,M,15748888
64,295,99,01,86,845,6409426993,tony,aristizabal,veloza,4,7,60,59,NB,98600084
16,001,99,01,88,589,6984151367,Cesar,aristizabal,duran,2,6,54,25,NB,52933804
23,041,99,02,95,157,6825721858,Radu,duque,Ortiz,3,6,88,72,M,82272946
28,001,01,13,40,984,6987493267,Radu,duque,duran,3,9,94,56,M,35057297
16,001,99,02,10,148,6704638055,Santiago,rolda,rubio,3,0,58,26,M,19549165
52,047,03,82,38,141,3164058634,Noah,diaz,alcapone,3,2,10,49,M,72793144
01,073,99,75,69,403,5440405055,Fabio,aristizabal, Londoño,2,4,53,73,F,88844951
16,095,05,45,22,615,6701321165,Eleazar,rubiano,rubio,4,9,94,51,F,96849113
11,785,99,83,19,940,3324261118,Mateo, agusto,alcapone,4,4,38,64,M,61514807
25,001,99,80,34,803,3217339744,Inna,aristizabal,pitt,3,1,69,31,M,62475393
17,001,00,84,47,664,8204123552,Jeferson,casallas,veloza,3,10,87,75,M,29980316
12,001,16,08,90,302,1203413647,Zuzen,JOHNSON,nieto,1,0,11,57,F,76044885
11,038,02,01,49,542,6863831917,tony,casallas,guarin,3,7,89,75,F,26550836
88,360,99,13,50,623,4517136684,Adara,rogers,rubio,2,5,90,52,NB,97661201
23,001,99,01,23,354,1935010906,Santiago,rubiano,nieto,4,4,19,35,M,20600799
28,001,08,35,93,195,4332925757,Mateo,arrieta,veloza,1,5,66,22,NB,73641621
40,017,99,40,61,348,9181547095,Safia,rojas,Mosquera,3,7,69,29,M,88800640
16,280,02,10,92,121,2365882854,Jesús,García,alcapone,4,10,68,55,NB,43895197
21,256,99,02,19,318,6784315973,Ben,JOHNSON,duran,2,4,72,43,NB,17601483
29,046,99,05,60,230,4284361570,Mateo,Moncada,cuadrado,2,8,75,33,M,70117047
15,082,99,10,99,686,7516466895,Eleazar,García,Herrera,4,2,10,42,M,49166208
88,051,03,41,15,588,7602555917,Santiago,Rocha,Gutiérrez,1,7,45,69,M,21535546
23,001,99,36,79,210,5400746755,tony,florinda,veloza,3,4,25,47,F,29386869
29,140,99,85,53,973,7276532697,Adara,duque,nieto,2,8,36,46,M,64324826
15,001,00,W3,75,354,1181231020,Liam,florinda,guarin,1,8,51,30,F,92708016
11,298,02,20,62,321,8745742272,Liam,rubiano,Mosquera,2,7,70,33,M,58865586
24,013,90,17,26,169,2497040489,Cesar, agusto,rubio,1,3,85,49,NB,87222674
05,181,99,02,10,304,8571077054,Jesús,García,veloza,2,5,51,40,M,29636923
05,340,99,04,70,611,3594821534,Jimena,rojas,Dammer,1,10,72,26,F,93395795
17,078,99,83,51,242,5338093219,Marta,Inna, Londoño,4,6,12,44,M,59883765
31,001,99,08,22,205,1839215905,Zuzen,vega,rubio,4,8,43,48,M,37499171
23,041,99,01,23,426,7853592663,Lara,Rocha,Dammer,3,8,67,36,NB,26997515
16,001,99,02,37,7,7272523619,Víctor,García,Hernández,4,1,27,23,NB,89524580
29,415,99,29,90,448,2793530345,Fabio,rojas,veloza,1,7,48,66,M,46909257
01,064,99,79,55,626,6768471203,Safia, Martínez,nieto,3,4,64,32,NB,75798706
29,001,16,13,79,539,8240457641,Safia,rogers,rubio,4,7,58,49,NB,38672633
23,001,99,10,40,445,1559188133,Jesús,duque,duran,3,6,22,51,M,32146529
16,001,99,03,55,677,8040910226,Inna,casallas,nieto,3,5,68,48,M,68698887
09,608,99,02,63,169,4040355356,Marta,Moncada,Ruiz,4,6,13,21,NB,66418340
27,037,99,08,23,253,8222885188,Santiago,duque,duran,3,8,35,61,M,97017045
07,028,10,03,21,168,8672721567,Jesús,Núñez,Arias,2,4,37,72,M,70914457
15,046,99,05,53,136,8015300327,Jeferson,ovalle,nieto,1,3,51,53,NB,32204693
01,085,05,12,66,881,4398404416,Paker,rubiano,guarin,4,3,97,55,M,26111043
27,058,99,01,71,772,6575686955,Jeferson,diaz,nieto,2,3,22,18,NB,18795919
01,058,99,02,22,907,1353884705,Liam,arrieta,Castro,3,4,83,19,NB,81727787
31,001,99,07,39,327,2749232069,Noah,Inna,Quintero,3,7,33,68,NB,11408945
29,028,00,03,11,642,4078821887,Noah,rojas,cuadrado,1,1,34,30,NB,90430665
23,001,40,01,95,280,6600916059,Víctor,Rocha,Gutiérrez,3,9,24,74,NB,84888855
11,055,02,29,44,143,3942867690,Inna,uribe,alcapone,4,5,33,32,M,25477051
15,074,99,01,44,464,9347904121,Santiago,agudelo,duran,4,10,70,50,M,71081779
31,001,03,18,92,977,7992684902,Noah,casallas,pitt,3,3,87,64,F,76218475
01,034,10,02,44,354,4544997214,Liam,duque,Dammer,1,0,25,68,M,65200682
16,688,99,03,39,31,3728190464,Fabio, Martínez,rubio,4,2,99,29,NB,79444330
31,295,19,25,24,609,3173243402,Santiago,Moncada,duran,1,4,18,22,M,50320735
11,030,99,03,98,980,1601560130,Juan,diaz,Mosquera,1,5,44,47,M,78194884
21,077,00,01,56,88,2410859713,Mateo,duque,Ramos,4,7,65,37,NB,97937532
31,001,99,46,34,798,6111660756,Safia,florinda,Quintero,4,6,18,48,NB,96661300
16,292,01,02,37,804,3654708485,Santiago,rubiano,Ramírez,1,3,61,41,NB,17985456
01,001,99,02,63,496,7833869085,Jimena,duque,Ortiz,2,10,28,38,NB,87827781
27,166,10,02,15,566,1304043640,Zuzen,Moncada, López,1,6,12,25,M,97716706
31,590,70,32,75,848,2111004154,Ben,ovalle,alcapone,4,7,58,55,F,41205383
29,076,02,85,85,133,6924561255,Eleazar,rogers,Dammer,3,4,79,49,M,48925738
29,280,99,30,24,554,1214097473,Radu, Martínez,Herrera,4,10,83,18,M,71442088
13,241,99,50,66,192,9748033062,Jesús,vega,Ortiz,4,10,27,64,NB,18341703
01,060,99,05,26,487,5263869072,Noah,Moncada,veloza,1,2,47,32,F,44482320
21,007,98,29,31,235,3445338022,Paker,García,Castro,1,0,81,35,M,17393024
07,025,99,65,47,573,3605349409,Víctor,diaz,veloza,1,6,65,57,F,35237050
52,001,99,81,80,591,6236350204,Jesús,casallas,duran,1,7,41,20,M,26597169
24,052,01,09,78,561,6232797843,Jeferson,casallas,rubio,3,10,24,21,M,77060630
01,001,01,84,47,271,2365703244,Ben,Núñez,Quintero,2,0,83,36,NB,73901896
88,001,00,01,55,553,6437121095,Lara,rojas,Hernández,2,2,87,38,F,45663228
46,014,00,01,29,331,3985939623,Eleazar, agusto,Mosquera,2,0,56,35,NB,33098649
15,560,99,05,71,846,4185689643,Paker,duque,duran,3,5,90,37,M,59699404
17,091,99,50,88,348,4249391234,Juan,casallas,Dammer,3,5,68,57,F,55379938
27,061,99,03,69,503,2027604867,Juan,Moncada,veloza,1,5,38,20,NB,63930322
16,061,99,45,67,569,9149859416,Zuzen,ovalle,rubio,1,4,45,42,NB,73368284
15,019,99,72,14,793,8784475168,Radu,aristizabal,Ramírez,4,1,70,59,M,17627549
13,139,31,85,48,267,2810956833,Noah,rogers,rincon,4,5,84,49,M,96148579
31,136,99,04,25,595,2131860456,Radu,García,Ruiz,4,10,96,52,NB,55070399
31,021,01,27,34,346,2037996266,Fabio,JOHNSON,Dammer,3,8,32,52,F,68967790
01,139,01,21,33,35,6872011144,Zuzen,vega,duran,4,5,38,62,M,55707061
15,001,15,80,89,463,9402552580,Inna,arrieta,alcapone,1,4,99,56,F,84323419
11,121,99,18,94,972,9471162563,Ben,rubiano,Herrera,2,9,25,40,F,55274660
29,052,05,01,49,304,3334279058,Safia,JOHNSON,veloza,2,2,95,22,M,13538862
21,100,99,84,18,893,2962978189,tony,arrieta,nieto,3,4,67,34,F,94731933
27,013,01,75,86,157,3858378131,Noah,duque,cuadrado,3,5,14,56,M,21724704
24,300,99,00,31,939,8354500239,tony,rojas, López,1,6,18,66,M,20625355
44,001,99,45,47,285,5404582886,Eleazar,agudelo,duran,1,10,21,26,M,91211853
23,052,99,00,58,12,7310744393,Fabio,Inna, Londoño,2,1,63,67,F,25134952
01,062,99,25,57,594,1464154376,Jimena,aristizabal,Dammer,3,1,67,59,M,31018668
16,001,05,21,41,322,1861613647,Cesar,rubiano,duran,4,2,17,53,F,44513512
23,305,99,06,48,554,5430103993,Marta,ovalle,rubio,2,5,24,49,NB,23860635
12,760,05,01,22,619,9594956864,Safia,Núñez,Gutiérrez,3,8,15,69,F,44748852
16,170,00,14,59,942,2225208527,Eleazar,rojas,Mosquera,4,6,84,33,M,22929367
27,001,02,14,70,915,9088996638,Cesar,ovalle,Ortiz,1,4,49,62,NB,37256602
44,036,02,02,38,220,9235413839,tony,uribe,Gutiérrez,2,4,72,49,M,40530654
11,001,03,05,52,497,7685783816,Jimena,García, López,3,7,63,19,M,49585149
01,052,99,M1,25,982,7941039118,Santiago, Martínez, Londoño,4,1,71,68,NB,54581431
16,005,99,35,18,208,7991636518,Noah,Núñez,cuadrado,1,3,71,50,M,75823583
31,001,05,05,97,869,9867863732,Jimena,JOHNSON,Ramos,1,9,11,53,NB,31560966
16,016,07,00,81,984,9326694170,Jeferson,casallas, López,1,5,96,68,NB,77185126
88,127,99,19,53,746,1468172327,tony,Inna,duran,1,10,45,23,M,71815253
88,139,05,26,52,90,4109171625,Jimena,rubiano,Gutiérrez,3,6,94,74,M,36390664
31,076,00,30,78,983,2193394815,Santiago,rubiano,Ramírez,2,4,15,71,M,56873592
29,001,01,05,79,540,4060352525,Jesús,Núñez,Ortiz,2,5,78,47,NB,92202542
46,022,99,07,17,863,2407168513,Radu,rubiano,Dammer,3,9,95,22,M,91361089
03,071,99,02,73,30,5155850273,Jimena,vega,alcapone,4,9,10,61,F,86678563
17,085,99,03,17,655,8682412407,Víctor,rubiano,rincon,1,2,22,67,M,25341947
01,019,99,21,32,769,1001384248,Mateo,JOHNSON,Herrera,4,8,70,50,M,63006586
09,001,02,00,29,407,7284498359,Lara,aristizabal,duran,4,10,24,36,M,39474633
15,004,02,02,56,145,2227068904,Safia,aristizabal,Gutiérrez,4,6,92,72,NB,51025362
11,058,00,15,26,411,6746302287,Jesús,Moncada,rubio,1,2,33,67,NB,60563988
16,001,02,13,41,655,9848365319,Jesús,Inna, Londoño,4,8,66,68,M,88232442
19,193,30,02,65,865,3719748522,Adara,vega,Quintero,3,1,47,30,M,58165303
31,046,99,H1,22,741,2413924976,Noah, agusto,nieto,4,0,39,25,F,40063646
11,019,99,20,52,401,9996352935,Juan,Moncada,Gutiérrez,4,1,61,61,F,39566242
48,001,99,20,51,518,7657036899,Ben,arrieta,Mosquera,1,6,85,46,NB,98127954
46,097,03,15,48,870,4963435794,Santiago,Rocha,nieto,2,10,89,40,M,61066212
44,120,40,06,81,26,6032583731,Marta,ovalle,Ruiz,3,4,13,23,M,58170992
13,001,99,07,80,811,7539471126,Inna,diaz,Ruiz,4,10,32,22,F,28012024
64,139,99,01,17,1,7030319298,Juan,rojas,guarin,1,5,16,25,M,30298166
27,124,99,51,97,311,6902769351,Radu,casallas,rincon,2,2,67,71,M,22072322
29,118,19,25,73,578,7881020132,Jesús,rogers,Hernández,2,6,18,21,NB,85842457
46,001,11,45,73,930,4410697835,Inna, Martínez,nieto,2,0,93,61,F,25100346
15,280,99,30,26,267,2932688302,Jesús,Inna,rincon,1,4,14,59,M,27162115
23,076,02,03,81,426,7226641473,Jesús,casallas,Ortiz,1,10,97,47,NB,52849934
25,001,99,00,69,425,8153301044,Marta,agudelo,nieto,4,5,45,69,M,30653687
16,052,11,03,99,313,2008097085,Jimena,JOHNSON,rubio,2,0,24,70,NB,22913894
15,091,99,02,10,318,4222133884,Adara,Núñez,guarin,2,0,99,19,NB,97031688
13,059,01,07,41,348,7719427903,Paker,rogers,Arias,1,0,89,34,F,19110054
27,001,99,37,11,631,5885140666,Jesús,Núñez,chud,2,8,30,40,F,17853057
31,001,99,04,90,928,1314572394,Zuzen,Moncada,Arias,3,6,24,21,M,32776577
27,079,99,04,87,17,6676801689,Radu,Núñez,nieto,1,3,88,18,M,76159319
16,001,02,04,12,162,9270953195,Zuzen, Martínez,Hernández,4,0,27,53,F,89135496
23,040,01,01,48,100,1788744760,Jesús,Moncada,rincon,4,5,19,21,F,92201555
11,001,99,09,56,119,3714907506,Fabio,Rocha,guarin,3,10,35,60,F,50439506
29,040,01,06,46,407,4485486218,tony,Inna,Ramos,4,10,91,58,NB,69210372
05,139,99,03,16,125,6609878643,Santiago,uribe,alcapone,4,7,71,53,NB,75194092
31,016,18,35,30,256,9046221271,Cesar,rubiano, López,1,4,20,56,NB,15280951
16,012,04,04,21,42,2549846791,Lara,García,chud,4,10,17,29,F,89523466
88,001,05,07,40,634,5959677376,Safia,rogers,Gutiérrez,1,0,83,64,NB,58948032
16,001,20,08,83,526,9757834357,Paker,rojas, López,4,0,53,68,F,90485720
11,043,99,41,37,3,3179600542,Víctor,JOHNSON,Hernández,4,9,66,75,NB,32721863
19,022,99,01,66,697,7571555305,Zuzen,uribe,duran,4,3,51,38,M,25175111
16,040,00,01,41,9,2829869344,Liam,rolda,Gutiérrez,2,5,71,55,M,57602456
05,032,99,02,91,47,7171787284,Fabio,JOHNSON,Ruiz,4,6,17,74,M,97184265
16,058,04,89,99,129,9072691343,Santiago,rogers,Mosquera,2,5,44,48,F,36281972
28,001,02,02,27,431,5664627664,Ben,arrieta,guarin,3,8,15,21,NB,29933328
07,340,02,07,84,740,4149345882,Mateo,aristizabal,Dammer,2,6,81,28,NB,27623826
21,037,01,00,22,967,2461568439,Adara,aristizabal,Ramírez,3,0,26,73,F,35502826
01,040,99,20,78,273,5629314553,Jeferson,duque,Gutiérrez,4,8,44,49,M,33019077
44,175,12,02,46,671,6462532375,Jimena,rolda,pitt,1,2,48,36,NB,50865427
88,001,19,04,20,620,9273124642,Adara,rolda,rubio,3,7,65,57,M,78718601
24,019,99,42,22,593,7925084599,Santiago,casallas,cuadrado,2,4,55,35,F,62423954
40,019,99,15,91,579,8008478481,Mateo,Rocha,pitt,4,9,75,45,NB,39186712
23,088,99,06,21,718,4408774577,Noah,aristizabal,pitt,4,2,12,38,F,92825467
88,180,00,22,30,108,8890049165,Liam,uribe,rubio,2,1,76,57,M,94998614
88,355,99,01,48,648,9740599426,tony,JOHNSON,Ruiz,2,10,25,74,M,32685145
05,166,05,50,45,376,7657449152,Zuzen,aristizabal,Mosquera,2,7,25,65,NB,55674788
23,050,99,00,96,485,4058124977,Liam,rubiano,rincon,2,8,30,21,F,91902541
16,001,00,28,32,53,2511352479,Víctor,rubiano,nieto,3,4,56,42,M,25772379
15,001,07,58,20,221,9533198012,Cesar,rubiano,guarin,4,7,12,61,F,47268747
01,295,99,05,95,788,9766052423,Paker,vega,guarin,1,2,53,70,F,69171656
21,106,99,05,17,304,2537699016,Ben,Rocha,Ramos,2,2,54,75,NB,11654884
05,055,02,00,40,150,2718831943,Inna,uribe,Gutiérrez,1,10,52,66,NB,93818392
16,088,99,50,96,773,1186396188,Adara,agudelo, López,2,5,88,30,F,85150647
29,031,99,00,31,188,8843407277,Eleazar,rojas,pitt,2,1,51,70,F,12737927
27,064,99,11,94,186,7626962291,Jeferson,rogers,Ramos,2,5,41,30,F,53662153
40,004,99,55,84,80,6617859260,Eleazar,arrieta,Ramos,1,2,14,49,M,33016226
09,094,99,35,51,920,3702210956,tony,rolda,Castro,1,3,54,60,M,54452527
11,001,55,04,88,25,6269987088,Radu,Rocha,Mosquera,3,0,80,69,NB,72750412
88,007,14,04,29,838,7976289109,Inna,rubiano,guarin,1,9,83,49,NB,12911441
48,001,00,86,61,9,2306384636,Ben,casallas,Gutiérrez,3,8,51,58,NB,69128615
05,244,99,03,34,294,4679712065,Safia,diaz,cuadrado,4,1,28,21,F,41163743
28,035,99,12,80,762,9134027742,Eleazar,vega,veloza,1,7,70,19,NB,91815439
31,082,03,06,33,411,9546316012,Santiago, agusto,rubio,2,3,77,33,NB,58170092
88,001,02,03,11,714,9516741402,Mateo,uribe,Mosquera,4,8,65,40,NB,67168076
23,001,99,02,42,614,5532169010,Santiago,Rocha,Quintero,1,8,34,63,NB,53822192
23,001,99,13,49,279,6829702098,Víctor,JOHNSON,Dammer,1,10,57,42,NB,30131739
29,001,99,22,62,178,9381905989,Safia,rojas,duran,2,9,81,63,NB,89869764
28,007,99,00,36,271,8320516951,Adara,Inna,Ramírez,4,2,37,72,M,85216180
25,001,99,03,79,108,5640220407,Santiago,Núñez,Hernández,3,6,91,59,F,91565856
16,001,99,23,16,759,9219133663,Cesar,uribe,Ramírez,2,0,23,18,F,50844224
27,190,99,14,53,722,2972822724,Fabio,JOHNSON,cuadrado,4,2,16,20,F,27319898
16,001,99,04,74,823,6011172898,Marta,Núñez, Londoño,1,4,82,72,F,58015079
88,091,30,05,57,122,6248129552,Noah,rubiano,nieto,1,9,20,66,M,58252220
05,001,99,00,93,862,8436293322,Inna,Moncada, Londoño,1,4,21,43,M,81187194
31,320,05,28,92,578,2712142361,Noah,Inna,veloza,4,8,50,66,F,21511484
19,043,02,04,19,823,2792710601,Paker,diaz,Castro,1,9,84,50,NB,36045753
01,001,05,02,76,670,2240718411,Adara,rojas,rubio,3,2,53,58,F,77076124
07,113,02,16,72,567,7951850685,Víctor,ovalle,Mosquera,1,5,74,56,F,85105616
24,013,04,50,20,467,4801036509,Inna,rogers,alcapone,1,9,52,41,F,31990387
27,001,02,60,17,745,2387917193,Ben,rogers,Castro,1,1,83,20,M,41372166
88,001,99,84,34,119,4246338230,Jimena,arrieta,Mosquera,2,9,37,64,F,74543443
13,355,04,09,73,399,8168680758,Cesar,García,chud,1,7,87,71,M,61085389
01,001,99,11,40,602,6784075275,Santiago, agusto,guarin,4,6,70,61,M,31411264
31,320,99,22,50,465,4667132707,Marta,rubiano,Hernández,2,4,99,71,F,72010448
27,120,99,81,25,402,7979882466,Eleazar,casallas,Ramos,3,8,12,25,NB,20482299
05,007,99,02,85,515,3340693713,Juan,Moncada,Herrera,3,2,88,66,NB,43829893
11,055,05,09,43,171,5232863664,Adara,rojas,Arias,2,6,89,27,M,92899263
01,001,99,03,33,553,8370943543,Víctor,Rocha,Hernández,1,9,91,29,M,51672213
16,087,99,90,48,447,1600689989,Santiago,Inna,Ramírez,3,7,85,31,NB,21731842
05,013,09,12,66,435,9001920530,Marta,ovalle,Hernández,2,10,60,45,NB,18103482
17,001,01,50,40,211,9043321573,Juan,rolda,cuadrado,2,8,95,47,F,43456394
29,028,99,07,91,29,3899345428,Ben,aristizabal,Mosquera,3,5,65,38,F,88855732
64,001,99,09,48,971,2797492112,Radu,rubiano,chud,2,7,34,73,NB,71048804
23,079,04,01,68,944,2808191703,Radu,Rocha,rubio,2,6,36,35,NB,63363365
03,023,00,15,63,643,1479528720,Radu,vega,pitt,1,2,36,52,F,21466084
23,049,99,00,16,59,7033375277,Cesar,casallas,pitt,4,8,15,53,F,69293749
27,085,99,05,13,378,4675305914,Lara,Rocha,Gutiérrez,1,6,37,48,F,90499192
03,061,99,10,31,564,4277135753,Adara, Martínez,Dammer,3,2,23,46,NB,54892670
17,109,99,09,37,826,9425178064,Radu,casallas,rincon,2,1,59,21,M,63268771
24,192,05,05,71,619,6759667169,Adara,agudelo,Mosquera,3,1,76,72,M,84890497
21,120,99,45,57,96,1982374502,Eleazar,ovalle,nieto,2,8,78,70,NB,85611874
21,244,09,02,81,158,8940069033,Zuzen,Inna,chud,1,2,84,51,F,60763971
31,058,99,51,12,25,1742520514,Eleazar,Núñez,guarin,4,4,92,56,F,10173474
09,206,14,03,26,474,8326542820,Liam,rogers,rincon,3,2,27,40,NB,41601028
16,022,00,00,97,673,7023694976,Paker,aristizabal,Mosquera,3,4,33,50,F,72188357
05,025,03,12,15,624,4023302298,Radu,Inna,Castro,3,5,20,21,NB,85834658
28,004,98,30,57,601,7405536815,tony,rogers,Ortiz,2,3,97,66,F,49014061
17,082,99,00,41,720,4822286647,Fabio,rolda,nieto,1,6,55,23,F,97577332
